run_id,environment_id,source_commit,classification,suite,layer,algorithm,operation,payload_profile,message_bytes,iteration,warmup_iterations,wall_ns,cpu_ns,max_rss_bytes,valid,result,public_key_bytes,private_key_bytes,signature_bytes,ciphertext_bytes,shared_secret_bytes,notes
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,sign_domain,large16384,16384,0,1,338875,339000,48070656,true,domain_signature_generated,0,0,3309,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,verify_cache_miss,large16384,16384,0,1,204250,209000,48070656,true,accepted_cache_miss,0,0,3309,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + bounded worker + primitive
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,verify_cache_hit,large16384,16384,0,1,39208,39000,48070656,true,accepted_cache_hit,0,0,3309,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + positive cache
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,negative,aegis_domain_wrapper,ML-DSA-65,verify_tampered_signature,large16384,16384,0,0,199750,203000,48070656,true,rejected,0,0,3309,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-87,sign_domain,digest32,32,0,1,306166,307000,48218112,true,domain_signature_generated,0,0,4627,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-87,verify_cache_miss,digest32,32,0,1,179208,183000,48218112,true,accepted_cache_miss,0,0,4627,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + bounded worker + primitive
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-87,verify_cache_hit,digest32,32,0,1,12666,12000,48218112,true,accepted_cache_hit,0,0,4627,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + positive cache
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,negative,aegis_domain_wrapper,ML-DSA-87,verify_tampered_signature,digest32,32,0,0,185792,189000,48218112,true,rejected,0,0,4627,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-87,sign_domain,small64,64,0,1,444750,433000,48218112,true,domain_signature_generated,0,0,4627,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-87,verify_cache_miss,small64,64,0,1,193458,198000,48218112,true,accepted_cache_miss,0,0,4627,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + bounded worker + primitive
